T0 min	T0.5 min	T1 min	T2 min	T5 min	T10 min	FDR	Proteins
0	0.421110839	0.306608796	-1.150840282	0.235142887	-0.266162753	1.825743044	F4J6F6
0	-1.711804867	-0.558912635	-2.448248148	-2.126461506	-3.087377548	1.730910089	F4J6F6;A0A1P8AVQ0;Q9LE81;F4HYG2
0	0.360181808	0.118561983	0.392827034	0.462071419	0.350950003	1.964241445	F4J6F6
0	0.666310787	1.124257803	1.867443562	1.065803528	0.782297373	5.219502127	F4J8D3
0	-1.41294241	1.456494212	-0.826001048	1.692605615	1.838842273	3.569211004	F4J8L3;F4J8L2
0	-0.177001953	-0.578057468	-0.096814632	0.239643574	0.272593737	1.676208247	F4J8L7;Q9LHL7
0	-2.489754677	-0.149403811	-1.905548096	0.215603352	-0.403064489	3.037253559	F4J8Q4;Q9LKZ3
0	-1.989311576	-1.465496063	-4.995400429	-2.017070532	-1.887587309	2.146317323	F4J8V5
0	1.328088522	0.837638855	1.100923777	1.460885286	1.902585983	2.672377439	F4J9K9;A0A1I9LR13
0	2.493676186	0.895674646	3.576508045	0.963848591	1.839232683	3.124936291	F4JAV9;Q8RWY3
0	1.139218807	1.167622805	1.822862625	0.799333215	-0.161335707	1.963803899	F4JAV9;Q8RWY3
0	1.905071974	1.785360456	3.158892155	2.333251238	2.695499897	1.784437358	F4JE18;Q9M1S4
0	0.286037922	0.375246286	0.750432014	1.003035545	0.698930025	3.965231888	F4JE18;Q9M1S4
0	-0.742898941	-0.362229109	-1.033420086	-1.31500864	-1.24179244	3.498093834	Q8RWD5;F4JF62
0	0.410383224	-3.139998198	0.470900536	0.564864635	0.709841013	8.985476908	F4JF82;A0A1I9LNZ8;A0A1I9LNZ9
0	0.68986851	1.267197132	2.349918127	1.40179038	1.024903774	2.276392111	F4JF82;A0A1I9LNZ8;A0A1I9LNZ9
0	0.793953419	0.657723665	1.281937122	0.655040264	0.823878527	4.201896768	F4JF82;A0A1I9LNZ8;A0A1I9LNZ9
0	-0.58706522	-0.145369291	-0.363471031	-0.455246449	-1.431624174	5.652582664	Q8W555;F4JFN7
0	-0.979825974	-0.008841753	-0.753037453	-0.855390549	-1.996275663	1.712957846	F4JFU7;F4JFU5;Q9LUL4
0	1.048725843	0.867221296	1.597804785	1.2479527	1.153048515	3.26487987	F4JJI7;Q8VYN2
0	-0.914158702	-0.154064894	-0.318212032	0.142651558	-0.174858332	1.750922207	F4JL11;Q96321
0	-0.140011787	-0.806590796	-0.870652199	0.028459072	0.447880983	4.28015166	F4JLP3
0	2.129458666	0.822022676	2.613716602	2.312463284	2.908778191	1.51807596	F4JN38;P27450
0	-0.951869309	-0.962550282	-0.203155994	0.482729912	0.697414637	2.41148428	F4JQG2;O23212
0	-0.820516706	0.27843383	-2.323948383	-0.911423922	-0.770589352	1.744049813	F4JQQ8;Q8VZS7
0	-0.809878409	-0.626173735	-1.886731267	-1.072164059	-0.953897655	1.574222016	F4JQZ0;F4JQY9;Q9SB50
0	0.073672295	-2.116372585	-0.263947964	-1.161893606	-0.811452568	1.906851382	F4JRU7;Q9SW17
0	-0.643241405	0.486607313	0.558852196	0.569231033	0.512444258	2.730467207	Q93VS5;F4JSC0
0	-0.845004559	0.150905848	-0.295158863	-0.116567612	-0.261860609	1.416435881	F4JSK5;Q93ZG9
0	0.21604526	0.420635343	0.703368545	0.89440906	0.942519784	2.914862667	F4JTI1
0	1.212494373	-0.130217314	1.26601696	-0.011957169	1.101880312	7.320686203	F4JUI3
0	-0.159119129	-0.377076864	-0.220104218	-0.465259552	-0.546035051	1.699866725	F4JV21;Q8W569
0	0.334663391	-0.063143015	0.215539455	-0.098344326	-0.206444502	2.318356811	Q9XF67;F4JWB0;Q4V3C8
0	-0.46779722	-0.046562791	-0.28802067	1.048044324	0.022517204	2.501266681	F4JXM9
0	-0.016607821	0.441104591	0.012982309	-0.634658754	-0.474189103	2.047065527	Q9FH65;F4JZ53
0	0.149221063	0.140204132	-0.588371217	1.354452372	1.755223751	2.996309671	F4K0A7;F4K0A6
0	1.225437164	1.162470579	1.949192047	1.078040123	1.112467051	1.804883126	F4K204;Q9FNQ0
0	1.277506828	0.783132792	1.587547302	0.621194839	0.81529355	2.355330279	F4K204;Q9FNQ0
0	1.079912663	-0.247173548	0.597980022	0.89720583	1.324484587	5.307746398	F4K204;Q9FNQ0
0	0.525951385	0.135038137	0.789633751	0.506116867	0.592065096	3.235791402	F4K204;Q9FNQ0
0	0.847243786	0.06745553	1.251896381	0.973819256	1.225442171	6.15735317	F4K204;Q9FNQ0
0	-0.004583836	0.210726023	-0.162959576	-0.317112923	-0.184792757	1.594386533	F4K2E9
0	-0.162093639	0.207885504	-0.185052872	0.208705902	-0.767461538	5.233142851	P30181;F4K3F4;F4K3F5
0	0.399162292	0.510652781	0.970840931	0.52050972	0.317430258	2.996382478	F4K4D5;Q9C5Z1;Q8GUM1
0	0.551826477	0.683919191	0.964083672	0.747550964	0.767083883	3.48036961	F4K4Y6;Q9FM71
0	0.871454239	0.648504972	1.543488503	0.59112072	0.59638381	4.688402175	F4K5T4
0	-0.230199814	-0.093789339	-0.478739738	-0.627997398	-0.515439749	2.582011176	F4K704;F4K703;Q940X9
0	-0.615960598	0.183269739	-3.184336424	-1.07199192	-1.256385088	2.721916217	F4K704;F4K703;Q940X9
0	-0.231833279	-0.138365865	-0.416055739	1.38151741	1.415987015	1.796457612	F4K7E0;Q9FND0_ARATHGb
0	-0.360328674	-0.17561698	-0.264491558	0.007317066	-1.243705511	5.374365958	F4K8B0;Q9LFQ3
0	0.001728535	0.053689718	-0.081688404	0.33759737	0.470766783	3.852407001	F4K956
0	-0.318795204	-0.011851549	-0.128338814	0.07870245	-0.83667016	3.658823867	F4K956
0	-0.253406048	-0.636374235	-1.083424091	-2.266005754	-0.427065611	1.371404033	F4K958;Q9LTS1
0	0.074558735	0.153962851	0.402199268	1.211968422	1.287359476	4.421179177	F4K9A6;Q5RJC5
0	-0.906707287	-0.263479948	-0.827971935	-0.362505913	-1.106615305	4.298696537	Q8VZU2;F4K9K2;F4K9K4
0	-0.367143989	-0.148947179	0.242507458	0.614032269	0.780040503	3.249542681	F4KB73
0	0.191125393	0.622184515	0.439932823	-0.133571148	-0.004901171	2.253891037	O03986;P51818;P55737;F4K6B6
0	1.218186855	1.492060423	3.067718506	1.99469614	1.886158705	5.847958796	O04151
0	0.235519886	0.24228549	0.504599571	-0.143900394	-0.057359934	2.588194422	O22315
0	0.348236561	0.274241686	0.550239563	-0.108114243	0.003780127	1.819689777	O22315
0	0.916258335	0.94018054	1.377729416	0.798074245	0.833146334	3.301008329	O22315
0	0.483467579	0.637867689	0.71327734	0.393929005	-0.09881711	3.434768208	O22607
0	-0.251907825	-0.225693464	-0.742485523	-1.167627335	-0.517460585	2.589739073	O22633
0	0.020929337	0.084435701	0.161506653	0.468918324	0.578989744	1.621732992	O22824
0	-0.802624702	-0.557997942	-0.987302303	-0.803784847	-0.625859022	2.675349057	O22873
0	-0.120112419	0.055772066	-0.396328926	-0.00526619	0.178878069	1.534116553	O22873
0	-0.000727654	0.599474192	0.068144321	0.937408924	0.19154954	2.408994869	O22907
0	0.280412674	-0.045521021	-1.17989552	0.685424805	0.708163023	1.604136581	O23052;Q8S8L9
0	1.527645111	0.931149721	0.334322929	0.71108675	0.064515829	4.79999116	O23095
0	-0.663400173	0.285090208	0.120037079	0.506480217	0.381620646	2.802071333	O23144
0	-0.742248714	0.250305891	-2.823393822	-0.998627126	-3.966323614	1.919870912	O23176
0	2.541350603	0.741627216	2.779634714	2.493063211	2.639465809	5.292176196	O23177
0	1.496117353	0.558832586	2.163749456	1.520784616	1.552101612	5.366284045	O23177
0	0.780727446	1.145594835	0.866933823	0.684136748	1.510500431	1.396601297	O23177;F4JRA0
0	0.879853308	1.16582799	0.887166917	0.757785201	1.552770019	1.720784433	O23177;F4JRA0
0	0.867364287	0.217728496	1.094608188	0.147337496	0.997261167	3.690946095	O23255;F4JTV4;A8MQP1;Q9LK36
0	0.287665844	-0.086492777	0.357232094	-0.027620792	-0.079992533	1.586591028	O23550
0	0.573768139	0.175962687	0.25663805	0.363910675	0.813440561	3.341713258	O48538
0	-0.008641243	-0.856468439	-0.500904083	-0.03285408	-0.519729853	4.797042231	O48670;O48671
0	-0.162400246	-0.324580908	-0.468595505	-0.501771927	-0.527156591	1.332838882	O48683
0	-1.15147543	-0.820623755	-0.491726637	2.072198868	0.877843678	1.490269456	O48724
0	0.037181854	0.080895662	0.209695816	-0.256857395	-0.701808214	2.196021108	O48844
0	-1.542586327	0.369034529	-1.05769968	-0.591454983	-1.6363585	4.091543472	O48963
0	0.490602016	-1.800763607	-0.899988711	-2.71172905	0.119881868	1.86534668	O48963
0	0.596884251	0.440192938	0.714402199	-0.429109097	-0.324411154	5.504550328	O49160
0	0.68594408	0.480644464	0.703463078	-0.581184864	-0.675307512	5.32129369	O49160
0	0.555071354	0.411674738	0.535188198	0.577167988	0.499431849	1.952870016	O49595
0	0	0	0	0	1.671691418	2.277308754	O49613
0	0.940828145	0.904138625	0.254819214	0.484154046	0.978396952	1.523893704	O64768
0	-0.902955532	-0.328582048	-0.334478855	0.197022915	-0.143200636	2.499978259	O64855
0	-0.665848255	0.036890745	-0.50917244	-0.101068974	-0.237712622	1.518043318	O65570
0	0.031201363	-0.070055723	0.174632072	-0.289542198	-0.321964025	2.105084281	O65570
0	0.911225438	0.708229423	1.622402787	1.883880258	0.024449229	1.993629343	O65655
0	1.115604401	0.864720583	1.545535088	0.959403992	0.260854959	2.430640738	O65655
0	-0.138599545	-0.269548059	-0.366837561	-0.256666481	0.530464828	1.642228532	O65782
0	0.506114006	-1.827836275	-0.069569886	-2.215756893	1.246654749	4.73396541	O80345
0	0.42557478	-0.051340818	0.265994072	0.272429466	0.267184019	1.686024537	O80386
0	0.511864662	0.263583422	0.46198225	0.230315685	0.436139345	1.404242788	O80386
0	-1.107117653	-0.548942327	-1.24877739	-0.351277351	-0.311619043	6.124889089	O80452
0	-0.062735081	-0.012217283	-0.142232418	-0.023124695	-1.056515455	6.036895432	O80725;A0A1P8AYL3;A0A1P8AYF4;A0A1P8AYG2
0	-0.70405674	-0.456612349	-0.594968796	-1.204987526	-1.224638224	4.666628617	O80925
0	-0.602024078	-0.365050077	-0.882387161	-0.603769302	-0.496268988	2.239989223	O80986
0	0.177256107	-0.677392066	-1.103672028	-1.340235472	-1.151246786	2.308465805	O81001
0	-0.508506775	-0.422088861	-0.670945168	-1.000086308	-0.96868062	2.51770255	O81127
0	1.133496761	0.645524263	1.323191166	1.234689236	1.397981405	4.941181622	O81283
0	-0.308890343	0.08366704	-0.327274799	0.152649879	0.124973536	2.410000021	O81283
0	0.474044323	0.200940371	0.092160702	-0.124566555	0.575321436	2.963462067	O81629
0	-0.692581475	1.472284079	1.788000703	1.583364129	-0.07914412	1.558024069	O81645
0	-0.203238487	-0.482960939	-0.164048672	-1.577378273	-0.536792517	2.395641587	O82171
0	0	-0.044840038	0.037803054	1.196527123	0.712480366	2.254292301	O82204
0	-1.137280822	-0.099169016	-3.015037537	-1.551933765	-2.247214079	1.724891837	O82265
0	-0.118347645	-0.44072634	-0.847744942	-0.029150963	0.283234358	2.78264383	O82381
0	0.074089527	0.324785471	0.385050774	0.711901665	0.646244764	2.032455815	O82486
0	1.393416882	1.177932978	2.112326622	0.629541874	1.676079512	6.426029122	O82487
0	0.261532784	0.691457987	0.564912319	0.233924389	-0.65111661	3.33942111	O82491;A0A1P8B6H4
0	0.317200184	0.841820478	0.762517452	0.388088703	-0.532211542	3.632691537	O82491;A0A1P8B6H4
0	0.304165632	-0.497637421	0.237281591	-0.066613883	0.253448993	2.076388554	P0CB21
0	-0.429247856	-0.557569742	-0.746056795	-0.631921768	-0.003747702	2.054332703	P17562;P23686;Q9LUT2
0	0	0	0	0.876942992	2.492744684	2.882373248	P17562;P23686
0	0.149952888	-0.063676119	0.112970829	0.263123512	0.300438166	1.322030568	P19456;F4JPJ7
0	0.1770401	0.021395445	0.558142662	0.643435001	0.203767061	3.085396976	P19456;F4JPJ7;P20649;A0A1P8AYX4
0	0.082290173	-0.072739363	0.089529037	0.191091061	0.383767843	2.30230622	P20649;A0A1P8AYX4
0	0.307733476	0.414799213	-2.689338923	-0.66604048	-2.191633701	1.863784197	P20649
0	-1.772603512	-1.636644363	-2.067070723	-0.302392006	-1.680155039	3.109198343	P25858;Q9FX54;F4HQT1
0	0.251317501	0.031653643	0.862878799	0.660356045	0.488739729	3.103124797	P27323
0	0.377076626	0.379649401	0.860160351	0.313745499	0.526837111	1.701263539	P28187
0	0.684073448	0.862742662	0.856290817	0.420172215	0.288940191	3.88635894	P30302;P43286;P43287;A0A1P8AYA1
0	0.086330414	0.642042875	0.40737009	-0.08602047	-1.467961431	1.366070183	P42643;F4JJ94
0	0.24723959	0.293292761	0.605460167	-0.356703758	-0.175388575	3.848834329	P42645
0	-0.309387207	-0.120455027	-0.456519604	0.221678257	-0.933594942	5.590716031	P46077
0	0.234097004	-0.244088411	0.095894337	0.201310635	0.635511637	4.371472805	P49688
0	0.393965721	0.713065386	0.614569664	0.436300278	-0.53262639	3.838856191	P51407;F4IGR5;F4IGR4;A0A1P8B2C7;Q9LXM8;Q9SLF7;F4IGR3
0	-0.466533184	0.502596617	-0.062213898	0.522420406	-0.515774488	5.638629058	P54144
0	0.672587395	0.45711112	0.70556736	0.322520256	0.871824503	2.889822651	P55852
0	-0.411446095	-0.410541773	-0.501722813	-0.962892532	-0.69022727	3.095377966	P92964
0	-0.355854034	-0.195163488	-0.4331007	-0.788695335	-0.666024446	1.697376134	P92964
0	0.425418377	0.233660936	0.470484734	-0.164252758	-0.155740499	2.975033971	P92964
0	-3.827438593	-0.502497971	-2.250849724	0.88203603	-2.720081568	1.364599272	P92964
0	0.515183449	0.33239007	0.793119431	0.366247177	-0.009389639	2.458399993	P93004
0	0.38503933	0.391719103	0.669368744	0.427428246	0.055258989	2.499263112	P93004
0	1.483677983	0.611493945	1.502715707	0.620534062	1.214404941	2.969055946	P98204
0	1.121554852	0.952210426	1.522501469	1.056433201	1.501230001	2.593338038	Q03251
0	2.169287205	1.416977644	2.596352577	1.353273392	2.091242075	6.911834102	Q04996
0	1.847537041	1.09522748	2.274602413	1.031523228	1.769491911	8.100160135	Q04996
0	0.236575603	-0.389694929	0.405828953	-0.018596172	0.169867754	3.121011513	Q06738
0	0.175248623	0.028993845	-0.175320148	0.826604843	0.574415445	4.992083183	Q08A72
0	0.397510529	0.150628805	0.557823181	0.189544678	0.586069345	1.821850061	Q0IGM5
0	-0.164260387	0.482547045	-0.012552261	1.496393204	1.093413115	7.495011521	Q0WM93
0	0.177324831	1.154803276	1.148057699	1.967643976	1.911482811	2.703927423	Q0WN19
0	0.40649271	-0.232288122	0.439837933	0.117732525	-0.499946833	3.409040456	Q0WQK2
0	0.1062994	-0.817599714	-0.206525445	-0.12459904	1.101515532	2.800589274	Q0WR59
0	-0.203530312	-1.130534172	-0.303491592	-1.421080112	-0.230254412	1.452514987	Q0WSZ8;A0A1P8B1J4
0	-0.458209038	-0.22949481	-0.649038315	0.620946407	0.377534628	5.743781142	Q0WUF6
0	2.421774626	1.698470592	-0.227177143	0.735837758	0.299465597	2.040965869	Q1PDP3;Q9FKS1
0	0.458583355	0.408160925	2.006164074	1.627362728	1.374847651	3.333089102	Q38858
0	0.421255112	0.34966445	1.050765991	0.808204174	1.581280947	5.095493674	Q38871
0	-0.663804054	-0.438510656	-0.815293312	-0.773470879	-1.856903791	7.107773043	Q38871
0	0.421255112	0.34966445	1.050765991	0.808204174	1.581280947	5.095493674	Q38872
0	-0.663804054	-0.438510656	-0.815293312	-0.773470879	-1.856903791	7.107773043	Q38872
0	-0.491690636	-0.258389711	-0.33671236	-0.32756567	-1.476141691	6.136073832	Q38953
0	0.502371788	-0.25201869	-0.029983997	-0.173203468	-0.036449194	1.627857412	Q39008
0	0	-0.523533821	-1.225806832	-0.476135373	0.082329869	3.670785994	Q39160
0	0.947687149	0.938949347	1.746054173	1.515924931	1.139832258	4.082079211	Q39189
0	-0.036327839	0.122487783	0.415823936	0.420884132	0.124046087	1.912083576	Q39189
0	2.267199516	1.911529779	2.463129997	2.21847868	1.873209715	4.045793528	Q39204
0	2.154072285	1.798402429	2.350002766	2.105351448	1.760082364	4.1640089	Q39204
0	2.068958998	0.466552138	1.746323347	0.843194187	1.910542011	2.295711326	Q3E7D9
0	1.082320213	0.880978823	1.120085716	0.810110092	0.537060022	3.97324002	Q42112;A8MQR4
0	1.047317505	0.989708662	2.424779415	1.532766342	1.166017771	7.169906542	Q42344
0	2.487868547	2.447207451	1.81499052	1.071200609	2.735104084	1.801043925	Q42404
0	-0.583797932	-0.365901232	-0.74371624	-1.113971233	-0.918384314	4.096599604	Q42404
0	0.136775076	0.432844937	0.934301913	0.817768157	0.542120278	2.424035133	Q42438
0	0.098500729	0.277167559	0.314426422	0.114027023	-0.923269033	4.099833143	Q43867
0	-0.296411514	0.481999636	0.149746895	-0.302369118	-1.067007303	2.192426665	Q494N5
0	0.812680602	0.635280192	1.5114851	1.192377806	2.123538971	3.315025557	Q4V3D3
0	-1.21480608	-0.667639494	-0.095884323	-0.518015385	-0.943308949	1.671853076	Q501B2
0	-1.761573553	-0.19629693	-2.290474892	-2.152009964	-3.140039682	2.045765785	Q56WH4
0	0	0	3.14085722	1.639277935	0	7.686473563	Q56WH4
0	-1.232801914	-0.570804358	-0.461852074	-0.821834564	-0.871137381	5.115820837	Q56YP1;Q56YR0
0	-0.204064846	0.018029451	0.187848568	0.607836723	0.691992521	2.625376805	Q56YP2;Q8L796
0	-0.331525803	-0.219302893	-0.470190525	-0.115071297	-1.18993783	6.401176984	Q56Z59
0	-0.155561924	-0.0557096	0.389214039	0.330760479	0.482062578	2.967008289	Q56ZI2;A0A1P8ANK1
0	-0.078259945	-0.046483278	-0.039610386	0.17751646	-0.716744661	1.561833396	Q5FV41
0	-1.416500568	-0.447080851	-0.520131588	-0.192976475	-1.480394602	11.38470339	Q5GM68;Q3EAR4;Q84VW9
0	-0.389883041	-0.35550034	0.577414036	0.4252038	-0.084199667	3.324873934	Q5HZ03
0	0.386876583	-0.101252317	-1.069420576	0.125693798	0.18886447	1.854704736	Q5W7F2
0	0.342399597	0.166694403	0.482884884	0.676846981	0.894128561	2.640932892	Q67YI9
0	-0.562839985	-0.533347845	-0.705114841	-1.434711933	-0.982364893	3.774337212	Q67YI9
0	-0.308964252	-0.011749983	0.371888638	0.541266441	0.551408529	3.763557166	Q6DBG0
0	0.060644627	-0.206395864	0.183926582	-0.178019047	-0.334579229	1.485006987	Q6EVK6
0	0.665943146	1.265939474	2.259898663	1.862872601	1.43895936	6.129796062	Q6ICZ8
0	-0.360295594	-0.382174194	-0.793193281	0.355340004	0.609910727	3.04121284	Q6NLC8
0	0.103524685	-0.193154573	-0.447264194	-0.836062431	-0.51956439	2.704117462	Q6NLR2;A8MR14
0	0.194215775	0.302279711	0.691524506	0.854635239	-0.274545431	3.921286389	Q6NMK2
0	0.935556769	0.91863358	1.456083655	1.39904964	0.702831447	1.458663638	Q6NMN6
0	-1.084789157	0.215914488	-0.482717514	1.276844501	0.63459897	3.339895355	Q6NPP4
0	0.509582996	0.041858912	-1.063286543	0.111439228	0.16811347	2.118100131	Q6NQ63
0	1.688601971	0.95062089	2.34070158	1.307835102	1.174430609	4.867054356	Q6NQI8
0	1.688601971	0.95062089	2.34070158	1.307835102	1.174430609	4.867054356	Q6NQI8
0	1.240867615	0.270272017	0.859415531	0.814764023	1.38803792	5.555451375	Q6R2K3
0	0.37957716	-0.229828119	-0.006213665	0.319840431	0.049474001	5.163633593	Q6R8G7
0	-0.103825569	-0.468749762	-1.141596794	-0.140704632	0.057635546	3.058257189	Q7DLR9
0	0.941656768	1.066604614	1.662482977	1.234133959	1.304191589	5.622040717	Q7PC86
0	-0.117681026	0.436018229	0.245873451	0.54984808	0.750460863	1.937377271	Q7PC87
0	0.818466187	0.625378847	1.049788475	0.127670765	0.353993177	3.602361276	Q7PC87
0	0.818466187	0.625378847	1.049788475	0.127670765	0.353993177	3.602361276	Q7PC87
0	0.997961998	0.674993753	1.612242699	0.598854065	0.865210772	5.814547762	Q7Y175
0	1.236833572	0.018745184	1.763837337	1.573904514	1.60292697	5.38785179	Q84JB7;Q9FFQ8
0	0.281125069	-0.016184568	-0.016560078	-0.413277626	-0.316498518	3.227561682	Q84M97
0	0.894762039	0.771734476	0.140089035	0.692895412	1.090815306	3.004489014	Q84M97
0	0.076923847	1.026515722	0.673939228	0.920874596	0.913213015	2.408440368	Q84M97
0	0.316526413	0.639420271	0.236875057	-0.277116776	-0.129783869	1.435098785	Q84M97
0	-0.312144279	0.314303637	0.077374458	-0.524891376	-0.27142787	1.892553403	Q84M97
0	-0.392766476	0.120926142	-0.094754219	-0.357111454	-1.746158123	1.754621528	Q84M97
0	0.710409164	-0.654278815	0.318513393	0.386601448	0.810439348	1.826295061	Q84TF0
0	-0.649641991	-0.035519838	-0.084226131	-0.937272072	-1.45563817	7.496950951	Q84VW9
0	-0.156398594	0.6315521	-0.011369288	1.112711191	0.424433649	1.411581783	Q84VW9
0	-1.980413914	-0.73466754	-2.158202648	0.350414276	-0.118949175	9.160732146	Q84WU5
0	-0.683191299	-0.138054132	-0.649262905	0.04931736	0.449741602	1.698812164	Q8GSA7
0	0.27979517	-0.244297743	-0.161882877	-0.442309856	-0.150048494	1.682785141	Q8GSA7;A0A1P8B262
0	0.274196863	0.805796981	0.446596742	0.830936074	-0.57677418	2.163235662	Q8GSD7
0	0.144815445	-0.432749987	0.382259369	0.158167362	0.108180285	1.451147139	Q8GUM4
0	-0.500257969	-1.023514509	-0.741493225	-1.298570633	-0.426870108	2.207912061	Q8GXA4
0	1.048999906	0.983483195	1.199931264	1.758778214	1.887840629	1.30277083	Q8GXN9
0	0.584926128	0.409977674	0.542212963	0.020199776	0.173740149	1.404794129	Q8H0T4
0	-2.321963787	-0.555915594	-0.712965965	-0.460178852	-0.469093084	1.829158438	Q8H0U8
0	0.282364368	0.264012098	0.361193657	0.846754551	0.670655489	4.313732087	Q8H102
0	-0.539762974	-0.741571665	-1.615879059	0.029314995	-0.13928628	3.738535176	Q8H102
0	1.697824717	1.536659241	1.490799189	1.831856489	1.600039959	1.688126281	Q8H103
0	0.498820782	0.559105158	0.736482143	0.412321568	0.205789328	3.089294736	Q8H110
0	0.248869419	0.376816988	0.243519783	-1.136927128	-2.648108482	5.841738374	Q8L3X8
0	0.040362358	0.376816988	0.151114941	-1.136927128	-2.863090992	5.170867444	Q8L3X8
0	-0.45792675	0.286067247	0.04823494	0.418649197	-0.628735781	3.664435214	Q8L4D8
0	0.549438953	0.340912104	0.887423992	-0.260706425	0.471466303	3.935007942	Q8L5W7
0	-0.057833195	-0.040784597	-0.04840517	0.244556427	-0.397739649	1.705318765	Q8L5Y4
0	0.613717079	0.151955366	0.201134682	0.300291538	-0.000976801	1.398813887	Q8L6X7
0	-0.372678757	-0.07706666	-0.359573364	0.194144726	0.194911242	1.876600732	Q8L748
0	-0.210242271	-0.340972185	-0.382686615	0.206027508	-0.195703745	1.734993457	Q8L7W3
0	0.533091545	-0.325278819	1.012751102	0.981261253	1.360111952	2.750741067	Q8L7W3;A0A1P8AZU5
0	0.533091545	-0.236624956	1.012751102	0.981261253	1.360111952	3.148934759	Q8L7W3;A0A1P8AZU5
0	-0.432761192	0.123336554	0.320772171	0.888280392	0.107934237	4.15766806	Q8L7W3;A0A1P8AZU5
0	-0.797726154	-0.53779912	-0.975234032	-0.343365192	-0.531893015	1.486491809	Q8L7W3;A0A1P8AZU5
0	-0.226668358	-0.136049986	-0.472803116	-0.1476264	-0.317262888	1.349349205	Q8L7W3;A0A1P8AZU5
0	0.241626263	-0.002744913	-1.156579614	1.166873932	0.34456706	2.810707026	Q8L953
0	0.446322918	0.054926634	0.554831982	-0.001417637	0.016797781	1.862090572	Q8L969
0	-0.30057478	-0.221966028	0.074688911	0.394023895	-0.00837779	3.841614949	Q8L9W8
0	1.213920593	0.322793037	2.043082237	0.900766492	2.728866339	1.604173607	Q8LB54
0	0.204846859	-0.132805109	0.047889233	0.673136234	1.035276175	4.454706297	Q8LBB2
0	0.137132972	-0.299990654	-1.513049603	-0.713948071	-0.887011349	1.599750679	Q8LBB2
0	1.527645111	0.931149721	0.334322929	0.71108675	0.064515829	4.79999116	Q8LCW9;A8MQK8;Q8LEQ0
0	2.735474348	2.879545212	3.600744486	2.971111536	2.736097813	9.557531897	Q8LDF9
0	0.750538349	0.160242319	0.647508621	0.552134991	0.565823793	3.73688979	Q8LE63
0	0.84003067	0.323226213	1.197124958	0.444963455	0.761361361	1.460753251	Q8LF20
0	-1.84600091	-0.379033327	-1.091846228	-0.442221642	-1.853809595	2.817053891	Q8LG05;O23077
0	-0.174348831	0.188421011	0.194264889	0.295400143	-0.3706882	2.339201151	Q8LLD0
0	0.182108045	0.844742179	0.388152719	0.564749777	1.273654342	1.6549504	Q8LPK7
0	-0.566329479	-0.60751462	-0.944463253	-0.675478458	-0.660498381	1.793742199	Q8RWF9;Q9T023
0	0.827550888	0.866271734	1.314939499	0.155481339	0.704330206	3.156250546	Q8RWK5
0	-0.367731571	0.229722738	-0.35402298	0.641196251	-0.643634439	3.309858201	Q8RWN3;A8MR79
0	-0.323348999	0.351358175	-0.223004818	0.643828392	-0.78025794	1.897010962	Q8RWN3;A8MR79
0	-0.224730968	-0.437746286	-0.170392036	-0.671827793	-0.19584012	1.405640005	Q8RWN5;C0Z388
0	0.432814121	0.244562387	0.456646442	0.127668858	-0.098555803	1.70051122	Q8RWU7;Q9SUG6
0	-1.381604433	-1.315375805	-1.369595528	-1.020835519	-1.248831034	1.621345713	Q8RWV9
0	0.280961037	0.429392099	0.258955002	1.555027962	1.166767836	4.476475903	Q8RWY6
0	1.981116414	2.773483276	1.958985806	1.626731634	2.714840174	1.401313514	Q8RWY7
0	-4.500964165	-1.588686943	-3.776040077	-0.852996349	-1.742966294	2.574582635	Q8RWY7
0	-0.319563389	-0.150038004	-0.618124962	0.592860699	0.679026842	5.699131823	Q8RX85
0	0.36402607	-0.04027915	-0.042693615	0.408406734	0.23434329	1.468441801	Q8RXJ0
0	-0.193384647	-0.472427607	-0.179871559	0.014222622	0.280541182	2.25469811	Q8RY18
0	-0.226324558	-0.382506609	-0.420444965	-0.755263329	-0.704110384	1.947566765	Q8S9J8
0	0.318026543	-0.127368212	0.308833122	0.149217606	0.033397913	1.536708663	Q8S9J8
0	-1.001440048	-0.213769674	-0.657812119	-1.008640289	-1.42455411	4.706702977	Q8SAB7
0	0.056655407	-0.273450136	0.412210464	0.11921978	-0.080572844	1.624144605	Q8VWF5
0	0.494959831	0.374499559	0.488659382	-0.156294346	-0.108134031	3.339074804	Q8VYA5
0	0.567678928	0.389742613	0.535189629	-0.185329914	-0.119779348	4.178116484	Q8VYA5
0	1.297259331	-0.182780504	1.051605225	1.045963287	1.556944609	2.227008253	Q8VYA5
0	0.051860809	0.204034269	0.948289871	0.21984148	-2.189965725	2.036216478	Q8VYA5
0	-0.531857014	0.429709196	0.245081425	-0.568575382	-3.084723711	4.474994953	Q8VYA5
0	0.229651451	2.837092161	3.001582146	3.710439682	4.901720047	1.574840631	Q8VYA5
0	0.251410246	2.837092161	3.001582146	3.710439682	4.901720047	1.571955783	Q8VYA5
0	-1.137194157	-0.188780546	-0.677705765	-0.883897781	-1.868068457	7.400133296	Q8VYA5
0	-1.137194157	-0.188780546	-0.545218468	-0.92261076	-1.868068457	7.133456292	Q8VYA5
0	0.505701065	-0.264062643	0.374417782	0.192797661	0.164160013	3.199911326	Q8VYA5
